ingredients_text,lang
"Farine de BLÉ 65 %, eau, huile de colza, sucre, levure, GLUTEN DE BLÉ, arôme naturel (contient alcool), sel, conservateur : propionate de calcium. Traces éventuelles d'œufs et lait.",fr
"Céréales 60 % [farine de blé 42 %, farine de blé comgiet 5 0%, dV0ine 4,5 0%, farine de sarrasin 3,2 %, flocon d'orge 2,3 %, farine de seigle 2 %, farine dtépeautre 1 édulcorant : majtitol, huiles (huile de palme, huile de colza), Chocolat sans sucre 3 % [édulcorant : maltitol, pâte de cacao, émulsifiant : lécithine (provenant du soja), cacao maigre en poudre, arôme], noisettes 2,5 %, lait écrémé en poudre, sel, poudres à lever : carbonate d'ammonium, enrichis en : magnésium, vitamine E, vitamine B6, acide folique, vitamine B3, fer, vitamine BI), correcteur d'acidité : acide citrique. Peut contenir : cacahuètes, autres fruits à coques, graines de sésame et dérivés, œuf.",fr
agent de traitement de la farine (acide ascorbique ; enzymes),fr
"FARINE DE MAÏS, HUILE VÉGÉTALE, ASSAISONNEMENT AU FROMAGE CHEDDAR FONDU VIEILLI, ACIDE LACTIQUE, PHOSPHATE DISODIQUE, SEL ET COLORANT CERTIFIÉ (CONTIENT DE LA TARTRAZINE), CONTIENT DU LAIT,",fr
"Lait entier de Montagne pasteurisé 95%, poudre de lait de Montagne écrémé 5%, ferments lactiques. Lait : origine France.",fr
100% Haricots verts extra-fins,fr
"Eau de cuisson - Carottes 20,0 % - Riz cuit 17,1 % - Viande de poulet 8,64 % - Mangues 6,00 % - Courgettes - Oignons - Petits pois - Céleri (CELERI) - Amidon de maïs - Poivrons rouges 2,00 % - Crème (LAIT) - Huiles végétales (colza, tournesol) - Curry doux 0,390 % (Coriandre, Curcuma, Cannelle, Cumin, Muscade, Clou de girofle) - Sel - Ail.",fr
"Céréales (farine de blé, farine de seigle) ; sucre ; huiles végétales (palme, palmiste, acidifiant : acide citrique, émulsifiant : lécithines (tournesol)) ; sirop de glucose ; poudre de cacao maigre 2% ; poudre de lait entier 1,3% (équivalent lait 10%) ; poudre de lactosérum ; lactose ; poudres à lever : E503, E500, E450 ; poudre de lait écrémé 0,3% (équivalent lait 3,1%) ; sel ; arômes vanille ; émulsifiant : lécithines (tournesol) ; protéines de lait.
Traces d'oeufs.",fr
"_oeufs_ de poules élevées en cage, catégorie A, calibre moyen.",fr
"Eau, orge _maltée_, houblon, alcool.",fr
100 % café Arabica de Colombie,fr
"Carottes, céleri, poireau, acidifiant: acide citrique.",fr
"Pruneaux d'Agen géants dénoyautés, rehydratés à 35% d'humidité et pasteurisés 100 % pruneaux d'Agen géants. Naturellement riches en fibres. Malgré un contrôle soigneux, certains pruneaux peuvent encore contenir un noyau. Peut contenir des traces de sulfites.",fr
"Chocolat noir 82% (pâte de cacao, sucre cacao maigre en poudre, émulsifiant: lécithines de soja, arôme naturel de vanille), beurre pâtissier, cacao en poudre. Cacao: 61% minimum. Traces éventuelles de gluten, amandes, noisettes, ceufs et pistaches.",fr
"CASSIS, SUCRE DE CANNE, GÉLIFIANT : PECTINE. PRODUIT ISSU DE L'AGRICULTURE BIOLOGIQUE. PREPAREE AVEC 60 DE FRUITS POUR 100 g DE PRODUIT FINI. TENEUR TOTALE EN SUCRES 60 g POUR 100 g.",fr
CHOU BLANC FRISÉE BETTERAVE CAROTTE,fr
"Morceaux de hauts de cuisse de poulet 54%, farine de blé, eau, amidon modifié de manioc, sel, épaississants : carraghénanes et xanthane, arôme naturel et arôme naturel de poivre, levure, amidon de blé, épices. Huile de tournesol.",fr
"Farine de haute qualité, gluten de blé, sel et vitamine B2, goût maker: sel, épices, glutamate monosodique (E-621), assaisonnement et acide citrique sucre,",fr
"מים, שמן קוקוס (23%), עמילנים מעובדים, עמילן, מלח ים, חומיר טעם וריח טבעוניים, תמצית זיתים, צבע מאכל בטא קרוטן, ויטמין B12.",he
"פ הוראות ההכנה 12 פתיתי שיבולת שועל מלאה (מכיל גלוטן), לאלרגנים: מכיל: שיבולת שועל-גלוטן, מכיל: חיטה - גלוטן, שעורה - גלוטן, וח 2 מבטיחים לך איכות שופרסל גאה לשרת מיליוני ישראלים עוד משנת 1958, מוצר זה נבחר בקפידה לאחר שעבר את מבחני האיכות של שופרסל, אם בכל זאת אינך מרוצה, נשמח להחזיר את תמורתו או להחליף אותו פתיתי ע רוער",he
"24 P שירמי לוי שיווק השקמה סל הקניות הזו, במדינה, פריכיות אורז מלא אריזת חיסכון רכיבים טבעיים בלבך כשר לפסח מכיל קטניות - - פרווה בהשגחת הרבנות ראשלצ תכולה: 310 גרם התמונה להמחשה בלבד עדיף להשתמש לפני מודפס על גבי האריזה, שרמי לוי שיווק השקמה בהשגחת הבדץ לריה שלם ץרה הרי השגחת הבדצ לא כולל פסח או שנית עוזרת לנו לשמור טריות עד אלייך",he
"חטיף על בסיס תפח אוה בטעם צ'דר והבול : מעשן - ללא גלוטן משקל נקי על גבי האריזה, סמותותיגטי גב בר השומנים (גרם) ניגם רכיבים: עמילן תפוחי אדמה, פתיתי אורגיה (קלרה) תפוח אדמה, שמן צביחי (סויה ואו רמניה), קמח תירס מועשר, תירס המצה שומן הזה גרם) מלא, מלח, מלטודקסטרין, אבקת חומצת שומן טראנס גרם) כולסגט רל (מיג) גביה גבנת צדר (חלב מפוסטר תרביות גביה, מלח, אכזימם), מי תח לג) בר רפחמימת נגרם נדום סגרם גם נפח סגר גבנה, מלח, מווסת חמציות E339fi), צבעמאכל(טרתטחין, מסט ילו)], מחזק טעם (מנוסודים גלוטמט), דקסטרוז, חלב רמאה, הלבונם, (גרם) חמרי טעם וריח, מי גבנה, אבקת שמנתחמוצה שמנת חמוצה (שמנת, חלב רזה, תרבות), מלטודקם רמצן (E307,E304)] צבעמאכל (קרמל), תמצת שמרם, מוסתי חו E330,E270), בצלמיובש, מחזקיטים (E631,E527), צבעמאכל (כ כשר חלבי לאוכלי אבקת חלב נוכרי בהשגחתהOU ובאשר כ הרבות הראשית לישראל, יצח: אוטז קאווליטי פוד, פנסילבניו יבואן: דן נקסט יבוא ושיווק בעמ, ת,1 1932, המלאכה 15 לשמור בבקם קריר ויבש, תארך עדיף להשתמש לפני מוטבע על ג שׁ Anzona 85338 om aurants,",he
"SOUR TRRAPLE SPRIN /קסמן ecassilis ool@ HOMAY וזמן נוזלי חמוץ בטעם פירות (תות שדה, פטל ןןפון רופ גלוקוזה, מים, מווסתי חומציות: חומצה מלת חומצת לימון, חומר משמר: E202, חומרי טעם וריח, צון גואנדונג קסיאטןקי מוצרי מזון, שאוזו, גואנגדונג, סין, נאן אליאס וקסמן בעמ, רח' ברקת 6, פארק התעשייה ק 10 טל, 04-6249362, יש לשמור במקום קריר, מוצל ויבש, ער להשתמש לפני סוף: עג האריזה, תכולה: 30 מל, סימון תזונתי ב-100 גרם מזון| אנרגיה (קקל) | 174 סך השומנים (גר') | 0 נתרן (מג) 0 סך הפחמימות (גר') 42,7 מתוכן: סוכרים (גר') 18,8 כפיות סוכר |4,75 חלבונים (גר') חיים לנדא יצחק אייזיק , כשר פרןןן למהדרין העיר כל טק באישור הרהר ליש! ח צבי רוונס BBD: 06/2026 LOT: SZ690",he
100% תמרים טריים,he
"תירס (98%)
סוכר
חומר טעם וריח לתת שעורה
מלח
ויטמינים ומינרלים : 
ניאצין
ברזל
ויטמין B6
ויטמין B2
ויטמין B1
חומצה פולית
ויטמין D
ויאמין B12",he
בוטנים קלויים,he
"אנו סך נתן 10 , ממתקי גומי בטעם תות שדה בתוספת עט במילוי ג'לי חמוץ רכיבים: ממתק גומי (%43) (סוכר, סירופ גלוקו מסמיך (עמילן תפוא מעובד (E1420), ממתיק (420E), חומרי טעם וריח, ג'לטין (דגים), מווסתי חומציות (296E, 330E), צנעי מאכל (129E אדום אלורה, 133E), מילוי ג'לי (%32) (סירופ תירס, מווסתי חומציות (E,296E331), חומרי טעם וריח, צבעי מאכל (129E אדום אלורה, 133E), מידע על אלרגנים: מכיל דגים יש לשמור במקום קריר ויבש הרחק מקרני שמש ישירות עדיף להשתמש לפי: מונו על נני האריזה",he
"סך השומנים (ארם) סר הפחמימות (גרם) מתוכנ: סוכרים (גרם) כפיות סוכר סיבים תזונתיים (גרם) חלבונים (גרם) לאחסן במקום מוצל ויבש - 100 גרם ב-100 גרם לאחר סינון פתיחה קלה 109 286 14,1 19 0 6,9 7,4 94 328 16,7 מווסת חומציות (E330)), רכיבים: שעועית לבנה (61%), רוטב עגבניות (39%( (מים, תרכיז עגבניות, סוכר, מלח, עמילן תירס, תבלינים, 5,4 1,25 1,6 6,1 זהירות שוליים חדים לאחר הפתיחה יש לשמור בקירור עד 3 ימים D BAUR 30-6-58 resalco,i 267",he
"מים, פחמן דו־חמצני, צבע מאכל קרמל (E150d), מווסתי חומציות: חומצה זרחתית ותלת־אשלגן ציטראט, ממתיקים: אספרטיים ואססולפם־קיי, חומרי טעם וריח טבעיים, קפאין.",he
"גריסי תירס (91%)
סוכר
מלח
לתת שעורה
תערובת ויטמינים (B3, B5, B2, B1, 12)
מלטודקסטרין תפו״א ותירס
ברזל פומארט",he
"LICLE מזון יחידה 80 גר' غذاء وحدة 80 غم 67 0 0 16,7 16,6 4,25 רכיבים: מים, סוכרים, חומצת מאכל (חומצתן לימון), צבעי מאכל (מיצוי סלק אדום, מיצוי גזר שחור), חומרי טעם וריח, מייצב (גואר גם), לשמור קפוא, מידע על רכיבים אלרגניים: עלול סימון תזו אנרגיה (קס סך שומנים |להכיל: חלב (יוצר על קו ייצור חלבי שהוכשר נתרן (מג) לפרווה), ביצים, אגוזים (קוקוס, שקד, מלך, סך הפחמימ פקאן, לוז, פיסטוק), בוטנים, סויה, שומשום, מותוכן: ",he
100% עלי מטה,he
"ב זה א י שה ר צ D 6ר(-6(-0ו-1-00 www.osem.co.il ת1 0 48150 4ptal םי תוכר, חומר קרישה חומצות אל 19 ל2, חומצת מ מווקתי חומצי (ו f263],I33 טעמ ורת מלטדקיטרגצנעי מאנל טנעיימ |מצוי גזל שnחל , םיצי םרכD ה הל [E1520. מתוב בכימ",he
"תפוחי אדמה (64%)
שמן חמניות
מלח",he
"קפואs ג oרי ות מ SURIMI STICKS RIZHAO GאY%2eAIFOODSTUFF Co.,LTD ל%*3700/0258.בע פוד יונק 03-951 :3C14 םודיע 18 תמ שדר בעימ ר תנק WEIGHT 200g לימעלו c'18 - ק ל.____l_משק . הנשרהשנא ה ק (420-)).סרטן,סטול תגצית לא כרעםו עני א, שנוגז) דג א (120-)0נלי םמל beu תימול םוי n ת ב םכ ם מ 7101ל - ה ורם16,5 - מצהרם תי-100 ורם-8,2 גרם0,15 - םי וי-0רם יצורתאריר לשימוwר ר x0.5 תרנס-פזת מ'ג-26 מ'ג-750 ו 5 ןיבבn חודשימ 24 לשימוש רא אח UCTפPROOF cNA EU NO. 3700402547 enה משל",he
"T בשקיו שעועית ירוקה שלמה עדינה מוקפאת דיבים: שעועית ירוקה שלמה, משקל נקי: 600 גרם סימון תזונתי ב-100 גרם/מל מזון אנרגיה (קלוריות) מתוכם: סך השומנים (גרם) חומצות שומן רוויות (גרם) חומצות שומן טראנס (גרם) כולסטרול (יג נתרן (מג( סך הפחמימות (גרם) מתוכן: סוכרים גרם( חלבונים (גרם) 28 0,2 444 0,1 0 0 20 3,3 0,6 1,9 -",he
"D ומע, מורה (א ומעד « 東 五 חטיף אצות מיובשות ח ומערב 9,640 03,97 מו Seasoned Seaweed Laver Snack רכיבים: אצות נורי מיובשור 50, שמן חמניות, שמן שומשום מלת, מידע על אלרגנים: מכיל שומשום, סימון תזונתי ב - 100 גרם מזון וצר אורגיה (קלוריות) סך השומנים וגרם) 575 43,1 במקו חשיפה החברה,",he
"פלפלים אדומים משובחים ממוינים אחד אחד, מעט מלח",he
1949 LIL LAL 20002 טופT Enter תכולה: 10ך גרם Shift תפ רווה הש רברץ 2(רמלe) ץישייורה ונות DIUDIU DY 1R Ct טתנש מופי ג ה אריוה CML GLe کركر مع سمسم 100J I iaE/I DIVm DIU,he
"מים, זרעי חרדל (19%), חומץ, מלח ים, תבלינים, עשבי תיבול",he
"_קמח חיטה (50%) (מכיל גלוטן)_, שמן סויה, _שומשום (3%)_, מלח שולחן, שמרי אפיה, מעכב חמצון (תמצית רוזמרין).",he
מים,he
"קמח שיפון מלא (100% מסך הקמחים, 39% ממשקל המוצר), מים, מחמצת שיפון, גלוטן חיטה, מלח שולחן, סוכר לבן, שברי אגוזי מלך, לתת שיפון, שמרים, שומנים מהצומח (חלקם מוקשים), גרעיני דלעת, לתת שעורה, חומר משמר (E282), אבקת סויה, חומרים מתחלבים (E481, E472e), עמילן תירס, מעכב חמצון (E300), אנזימים לאפיה.",he
"שמן חמניות,חלמון ביצה,מים,חומץ,זרעי חרדל,סוכר גולמי,מלח ים ותבלינים.",he
"סוכר לבן, שמו דקלים מזוכך, קמח חיטה (מכיל גלוטן), קקאו דל שומן (6.8%), שמן גלעיני דקלים מזוכך, מתחלב (לציטין סויה), חומר תפיחה: סודיום ביקרבונט E500ii, מלח שולחן, חומרי טעם וריח.",he
"השקמה דינה! 076 - www חומר משמר ומציות (חומצה ציטרית), ) בעמ, תד 357 חצור עבור רשת חנויות הכי 2006 בעמ, רח' האומן שלים 9152002, שירות סוכ◄ לכמות קמה call שמור במקרר לאחר הפתיחה, מים הפתיחה על האריזה סוכר בוהה בוהה LT35 ומ, ת,ד 357 חצור רשת חנויות רמי בעמ, רח' האומן 9152002, שירות LT35 CUCITE UGUAL EZEL רוטב עגבת מרוכז מאוד 2°Bx מתוכן: התמונה להמחשה בלבד • רמי לוי שיווק השקמה ליהקניות הזול במדינה! 12 סוכרים (גרם( כפיות סוכר סיבים תזונתיים (גרם) - 4 חלבונים (גרם( 65 0 50 רכיבים: מחית עגבניות (93%), סוכר, מווסת חומציות (חומצה ציטרית), סימון תזונתי ב-100 גרם פרי הגליל (תעשיות) בע”מ, ת,ד 357 חצור הגלילית 1030000 עבור רשת חנויות רמי שיווק השקמה 2006 בעמ, רח׳ האימן בר הפחמימות (גרם) | 11,1 15, ת,ר 52148, ירושלים 9152002, שירות אנרגיה (קלוריות( סך השומנים (גרם) נה (מייג( לוי לקוחות: 076-8868686 2,75 לאחסן במקום מוצל ויבש, לשמור במקרר לאחג הפתיחה, מומלץ לצרוך תוך מספר ימים מיום הפתיחה, כפיות, 3,2 2עדין לגל של צילום: ראה בתחתית האריזה 11,1 wwwwwwwww EGLEGF מתוכן:, 'סוכרים (גרם( רוטב עגבניות מרוכז מאוד 22°Bx ללא חומר טרמי לוי שיווק השקמה סל הקניות הזול במדינה! DUD 65 0 50 סוכר 11,1 הכמות גבוהה רכיבים: מחית עגבניות (93%), סוכר, מווסת חומציות (חומצה ציטרית), ת (חומצה ציטרית), סימון תזונתי ב–100 גרם] פרי הגליל (תעשיות) בעמ, ת,ד 357 חצור אנרגיה (קלוריות( הגלילית 1030000 עבור רשת חנויות רמי ללא - חומר משמר סוכר 735 גבוהה בכמות סך השומנים (גרם) נתרן (מג( לוי שיווק השקמה 2006 בעמ, רח׳ האומן סך הפחמימות (גרם) | 11,1 15, ת,ד 52149, ירושלים 9152002, שירות לקוחות: 8888686–076 LT35 2-7 לאחסן במקום מוצל ויבש, לשמור במקרר לאחר הפתיחה,",he
"אחסון: אסו פחית סגורה בטמפרטורת החדר, לאחר פתיחת הפחת יש להשתמש בתכלתה תוך שלושה שבועות כסו את הפחית הפתוחה ואחסנו במקום קריר ויבש (לא במקרה, מנה מוכנה שלא נעשה בה שימוש מיידי יש לכסות, לשמור בקירור ולהשתמש בה תוך 24 שעות רכיבים: עמילן תירס מפורק, סוכרוז, חלבונים (תרכיז חלבון חלב, חלבון סויה מבודד), שמנים צמחיים [שמן קנולה, שמן חמניות עשיר בחומצה אולאית, שמן חמניות, שמן MCT (טריגליצרידים בינוני שרשרת)], מלטודקסטרין, אבקת קקאו, מינרלים (אשלגן ציטראט, נתרן ציטראט, סידן פוספט תלת-בסיסי, אשלגן כלוריד, מגנזיום כלוריד, אשלגן פוספט חד-בסיסי, סידן קרבונט, אשלגן פוספט דו-בסיסי, נתרן כלוריד, מגנזיום פוספט דו-בסיסי, ברזל סולפט, אבץ סולפט, מנגן סולפט, נחושת סולפט, אשלגן יודיד, כרום כלוריד, נתרן סלניט, נתרן מוליבדט), פרוקטואוליגוסכרידים (FOS), מתחלב (לציטין סויה), חומרי טעם, DHA ממקור שמן C, cohnii, כולין כלוריד, ויטמינים (חומצה פירידוקסין הידרוכלוריד, ריבופלאבין, ויטמין A פלמיטט, חומצה פולית, אסקורביה, ויטמין E, ניאצינאמיד, סידן פנטוטנאט, תיאמין הידרוכלוריד פלמיטט), טאורין, מיו-אינוזיטול, קרניטין טרטראט, לקטובצילוס אסידופילוס פילוקווינון, ביוטין, ויטמין D3, ציאנוקובלאמין), מעכב חמצון (אסקורביל (1x10F CFUIg), מעכב חמצון (תערובת טוקופרולים), מידע על אלרגנים: מכיל רכיבי לב וסויה ללא גלוטן",he
Mljevena pržena kava.,hr
"Pšenično brašno, šećer, maslac (mlijeko) 7%, biljna mast (shea, palma), med, tvari za rahljenje: E 503, E 500; dekstroza, laktoza (mlijeko), sol, aroma, regulator kiselosti E 341.",hr
